,State,MSA,Month,YTD_Rental_Goals
573,IN,Gary-Hammond IN,2021-10-31,199.0
574,IN,Gary-Hammond IN,2021-11-30,199.0
575,IN,Gary-Hammond IN,2021-12-31,200.0
576,IN,Indianapolis IN,2021-01-31,508.0
577,IN,Indianapolis IN,2021-02-28,509.0
578,IN,Indianapolis IN,2021-03-31,512.0
579,IN,Indianapolis IN,2021-04-30,513.0
580,IN,Indianapolis IN,2021-05-31,514.0
581,IN,Indianapolis IN,2021-06-30,515.0
582,IN,Indianapolis IN,2021-07-31,515.0
583,IN,Indianapolis IN,2021-08-31,516.0
584,IN,Indianapolis IN,2021-09-30,517.0
585,IN,Indianapolis IN,2021-10-31,518.0
586,IN,Indianapolis IN,2021-11-30,519.0
587,IN,Indianapolis IN,2021-12-31,520.0
588,IN,Other IN,2021-01-31,490.0
589,IN,Other IN,2021-02-28,491.0
590,IN,Other IN,2021-03-31,495.0
591,IN,Other IN,2021-04-30,496.0
592,IN,Other IN,2021-05-31,497.0
593,IN,Other IN,2021-06-30,498.0
594,IN,Other IN,2021-07-31,498.0
595,IN,Other IN,2021-08-31,499.0
596,IN,Other IN,2021-09-30,500.0
597,IN,Other IN,2021-10-31,501.0
598,IN,Other IN,2021-11-30,502.0
599,IN,Other IN,2021-12-31,503.0
600,KS,Kansas,2021-01-31,426.0
601,KS,Kansas,2021-02-28,426.0
602,KS,Kansas,2021-03-31,427.0
603,KS,Kansas,2021-04-30,427.0
604,KS,Kansas,2021-05-31,427.0
605,KS,Kansas,2021-06-30,427.0
606,KS,Kansas,2021-07-31,427.0
607,KS,Kansas,2021-08-31,427.0
608,KS,Kansas,2021-09-30,428.0
609,KS,Kansas,2021-10-31,428.0
610,KS,Kansas,2021-11-30,428.0
611,KS,Kansas,2021-12-31,428.0
612,KY,Lexington KY,2021-01-31,321.0
613,KY,Lexington KY,2021-02-28,321.0
614,KY,Lexington KY,2021-03-31,321.0
615,KY,Lexington KY,2021-04-30,321.0
616,KY,Lexington KY,2021-05-31,321.0
617,KY,Lexington KY,2021-06-30,322.0
618,KY,Lexington KY,2021-07-31,322.0
619,KY,Lexington KY,2021-08-31,322.0
620,KY,Lexington KY,2021-09-30,322.0
621,KY,Lexington KY,2021-10-31,322.0
622,KY,Lexington KY,2021-11-30,322.0
623,KY,Lexington KY,2021-12-31,322.0
624,KY,Louisville KY,2021-01-31,302.0
625,KY,Louisville KY,2021-02-28,302.0
626,KY,Louisville KY,2021-03-31,303.0
627,KY,Louisville KY,2021-04-30,304.0
628,KY,Louisville KY,2021-05-31,304.0
